filename;ocr_text;confidence;global_box;source_map
img20250920_20532456_x1600_y1600_173.jpg;coc-a;0.8133;[[np.int32(2526), np.int32(1737)], [np.int32(2632), np.int32(1796)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_174.jpg;A200;0.931;[[np.int32(2667), np.int32(1786)], [np.int32(2793), np.int32(1852)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_175.jpg;Кабаны;0.9667;[[np.int32(2933), np.int32(1850)], [np.int32(3169), np.int32(1925)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_176.jpg;Кролино;0.9687;[[np.int32(2079), np.int32(1878)], [np.int32(2309), np.int32(1933)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_177.jpg;Ольхи;0.9791;[[np.int32(2666), np.int32(1875)], [np.int32(2853), np.int32(1946)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_178.jpg;Becka;0.7481;[[np.int32(3217), np.int32(1897)], [np.int32(3450), np.int32(1958)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_179.jpg;ecmoBo;0.6153;[[np.int32(1631), np.int32(1929)], [np.int32(1840), np.int32(1979)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_180.jpg;Звездовф;0.8255;[[np.int32(2461), np.int32(1976)], [np.int32(2672), np.int32(2042)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_181.jpg;Руднево;0.7961;[[np.int32(2832), np.int32(1970)], [np.int32(3024), np.int32(2036)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_182.jpg;илково;0.8499;[[np.int32(1634), np.int32(2020)], [np.int32(1845), np.int32(2067)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_183.jpg;Биряево;0.8713;[[np.int32(2694), np.int32(2034)], [np.int32(2889), np.int32(2095)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_184.jpg;Селюгинд;0.9564;[[np.int32(1925), np.int32(2094)], [np.int32(2172), np.int32(2146)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_185.jpg;Снятницы;0.972;[[np.int32(3237), np.int32(2081)], [np.int32(3582), np.int32(2146)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_186.jpg;Игнашево;0.8758;[[np.int32(2071), np.int32(2157)], [np.int32(2330), np.int32(2217)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_187.jpg;Гридино;0.9139;[[np.int32(2709), np.int32(2147)], [np.int32(2946), np.int32(2230)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_188.jpg;Паяшино;0.9787;[[np.int32(1806), np.int32(2191)], [np.int32(2066), np.int32(2250)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_189.jpg;Дупли;0.6392;[[np.int32(2306), np.int32(2180)], [np.int32(2489), np.int32(2250)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_190.jpg;Бол;0.8252;[[np.int32(3512), np.int32(2189)], [np.int32(3600), np.int32(2244)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_191.jpg;Лентьево;0.894;[[np.int32(3179), np.int32(2196)], [np.int32(3422), np.int32(2249)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_192.jpg;iob;0.644;[[np.int32(3139), np.int32(2234)], [np.int32(3252), np.int32(2298)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_193.jpg;Денескино;0.7859;[[np.int32(2671), np.int32(2243)], [np.int32(2966), np.int32(2312)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_194.jpg;Мотовило;0.8815;[[np.int32(3316), np.int32(2287)], [np.int32(3600), np.int32(2362)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_195.jpg;Cunoвo;0.6087;[[np.int32(2313), np.int32(2317)], [np.int32(2500), np.int32(2372)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_196.jpg;Лопатино;0.9376;[[np.int32(2817), np.int32(2313)], [np.int32(3076), np.int32(2377)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_197.jpg;Байкинд;0.8301;[[np.int32(1963), np.int32(2360)], [np.int32(2197), np.int32(2411)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_198.jpg;Разбегаево;0.9645;[[np.int32(2286), np.int32(2362)], [np.int32(2565), np.int32(2422)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_199.jpg;Бороденки;0.9641;[[np.int32(2922), np.int32(2382)], [np.int32(3210), np.int32(2458)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_200.jpg;удяево;0.8096;[[np.int32(3251), np.int32(2412)], [np.int32(3436), np.int32(2475)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_201.jpg;Любо;0.8283;[[np.int32(3456), np.int32(2431)], [np.int32(3600), np.int32(2492)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_202.jpg;Асень;0.7026;[[np.int32(2706), np.int32(2451)], [np.int32(2850), np.int32(2502)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_203.jpg;Дробуши;0.9687;[[np.int32(2324), np.int32(2463)], [np.int32(2539), np.int32(2524)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_204.jpg;Трубачево;0.9534;[[np.int32(2409), np.int32(2499)], [np.int32(2695), np.int32(2578)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_205.jpg;Молчаново;0.9417;[[np.int32(2028), np.int32(2515)], [np.int32(2286), np.int32(2571)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_206.jpg;Конохновр;0.8498;[[np.int32(1951), np.int32(2591)], [np.int32(2215), np.int32(2641)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_207.jpg;03.J;0.8263;[[np.int32(3496), np.int32(2587)], [np.int32(3600), np.int32(2652)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_208.jpg;Жугарха;0.6483;[[np.int32(2997), np.int32(2611)], [np.int32(3253), np.int32(2675)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_209.jpg;0.3C060;0.6939;[[np.int32(1600), np.int32(2633)], [np.int32(1784), np.int32(2680)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_210.jpg;Никулино;0.8166;[[np.int32(2636), np.int32(2640)], [np.int32(2919), np.int32(2706)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_211.jpg;Кудро;0.8916;[[np.int32(3418), np.int32(2628)], [np.int32(3600), np.int32(2705)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_212.jpg;Кренево;0.9025;[[np.int32(1698), np.int32(2675)], [np.int32(1897), np.int32(2738)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_213.jpg;Подторкино;0.9081;[[np.int32(2036), np.int32(2667)], [np.int32(2333), np.int32(2725)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_214.jpg;4196;0.9253;[[np.int32(2777), np.int32(2845)], [np.int32(2887), np.int32(2907)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_215.jpg;Клескалово;0.6831;[[np.int32(3216), np.int32(2847)], [np.int32(3571), np.int32(2924)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_216.jpg;Трупехино;0.9652;[[np.int32(1780), np.int32(2870)], [np.int32(2056), np.int32(2937)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_217.jpg;92;0.9762;[[np.int32(1700), np.int32(2972)], [np.int32(1831), np.int32(3063)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_218.jpg;83;0.9994;[[np.int32(3419), np.int32(3028)], [np.int32(3489), np.int32(3089)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_219.jpg;Закулижье;0.9085;[[np.int32(1808), np.int32(3058)], [np.int32(2174), np.int32(3142)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_220.jpg;pymu;0.7732;[[np.int32(3398), np.int32(3123)], [np.int32(3595), np.int32(3205)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_221.jpg;Усачевд;0.8723;[[np.int32(2370), np.int32(3156)], [np.int32(2585), np.int32(3213)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_222.jpg;Залужье;0.9573;[[np.int32(1932), np.int32(3168)], [np.int32(2196), np.int32(3236)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_223.jpg;Ругодево;0.6105;[[np.int32(2805), np.int32(3179)], [np.int32(3035), np.int32(3246)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_224.jpg;Бруствино;0.7945;[[np.int32(2693), np.int32(3247)], [np.int32(3035), np.int32(3317)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_225.jpg;Улитнино;0.8599;[[np.int32(3134), np.int32(3258)], [np.int32(3430), np.int32(3305)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_226.jpg;Гблово;0.6963;[[np.int32(2480), np.int32(3316)], [np.int32(2634), np.int32(3363)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_227.jpg;Дюбо;0.6762;[[np.int32(3461), np.int32(3222)], [np.int32(3600), np.int32(3360)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_228.jpg;Усадище;0.9559;[[np.int32(2907), np.int32(3369)], [np.int32(3214), np.int32(3426)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_229.jpg;Песчивкцы;0.8249;[[np.int32(1999), np.int32(3389)], [np.int32(2337), np.int32(3444)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_230.jpg;Ботвцно;0.9183;[[np.int32(2590), np.int32(3390)], [np.int32(2846), np.int32(3455)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_231.jpg;Стехново;0.9842;[[np.int32(1687), np.int32(3449)], [np.int32(1900), np.int32(3504)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_232.jpg;Хахалево;0.9547;[[np.int32(3326), np.int32(3456)], [np.int32(3599), np.int32(3499)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_233.jpg;Речки;0.6728;[[np.int32(2769), np.int32(3493)], [np.int32(2952), np.int32(3548)]];img20250920_20532456.tif
img20250920_20532456_x1600_y1600_234.jpg;Взгляды;0.9418;[[np.int32(2226), np.int32(3521)], [np.int32(2447), np.int32(3571)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_235.jpg;72;0.9974;[[np.int32(3123), np.int32(2042)], [np.int32(3219), np.int32(2123)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_236.jpg;76;0.9985;[[np.int32(3677), np.int32(2058)], [np.int32(3760), np.int32(2127)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_237.jpg;80;0.9983;[[np.int32(4204), np.int32(2052)], [np.int32(4300), np.int32(2130)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_238.jpg;84;0.999;[[np.int32(4749), np.int32(2044)], [np.int32(4849), np.int32(2124)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_239.jpg;32;0.9997;[[np.int32(2962), np.int32(2182)], [np.int32(3080), np.int32(2277)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_240.jpg;36;0.9988;[[np.int32(3526), np.int32(2199)], [np.int32(3635), np.int32(2292)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_241.jpg;40;0.9988;[[np.int32(4068), np.int32(2198)], [np.int32(4176), np.int32(2283)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_242.jpg;44;0.9969;[[np.int32(4604), np.int32(2189)], [np.int32(4716), np.int32(2277)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_243.jpg;29°15;0.9306;[[np.int32(3351), np.int32(2299)], [np.int32(3535), np.int32(2376)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_244.jpg;cap;0.9511;[[np.int32(3739), np.int32(2376)], [np.int32(3851), np.int32(2444)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_245.jpg;Станки;0.9617;[[np.int32(3552), np.int32(2524)], [np.int32(3754), np.int32(2571)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_246.jpg;181;0.9637;[[np.int32(4318), np.int32(2538)], [np.int32(4368), np.int32(2584)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_247.jpg;28;0.9997;[[np.int32(4859), np.int32(2547)], [np.int32(4962), np.int32(2642)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_248.jpg;Жуково;0.7138;[[np.int32(4266), np.int32(2586)], [np.int32(4445), np.int32(2639)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_249.jpg;Поддубно;0.9646;[[np.int32(3610), np.int32(2600)], [np.int32(3835), np.int32(2663)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_250.jpg;Цухонское;0.8397;[[np.int32(3172), np.int32(2625)], [np.int32(3461), np.int32(2693)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_251.jpg;Гридино;0.9305;[[np.int32(4007), np.int32(2645)], [np.int32(4213), np.int32(2704)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_252.jpg;(нежил.);0.8464;[[np.int32(3246), np.int32(2679)], [np.int32(3485), np.int32(2744)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_253.jpg;г.;0.7835;[[np.int32(4879), np.int32(2677)], [np.int32(4936), np.int32(2725)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_254.jpg;Складневф;0.7471;[[np.int32(4364), np.int32(2685)], [np.int32(4612), np.int32(2741)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_255.jpg;нежил;0.8196;[[np.int32(4048), np.int32(2710)], [np.int32(4227), np.int32(2756)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_256.jpg;244;0.9993;[[np.int32(3575), np.int32(2716)], [np.int32(3726), np.int32(2793)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_257.jpg;Евсееха;0.6762;[[np.int32(3312), np.int32(2755)], [np.int32(3505), np.int32(2801)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_258.jpg;Фопки;0.7491;[[np.int32(4206), np.int32(2768)], [np.int32(4375), np.int32(2829)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_259.jpg;Фyино;0.6091;[[np.int32(4513), np.int32(2765)], [np.int32(4716), np.int32(2831)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_260.jpg;(нежил.;0.9388;[[np.int32(3313), np.int32(2802)], [np.int32(3531), np.int32(2858)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_261.jpg;Занеги;0.8835;[[np.int32(3313), np.int32(2895)], [np.int32(3513), np.int32(2952)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_262.jpg;ЛЬНИКОВ0;0.6888;[[np.int32(2994), np.int32(2916)], [np.int32(3230), np.int32(2953)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_263.jpg;Османов;0.6874;[[np.int32(4727), np.int32(2979)], [np.int32(4962), np.int32(3027)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_264.jpg;Меженино;0.8503;[[np.int32(4304), np.int32(3054)], [np.int32(4609), np.int32(3107)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_265.jpg;Подъелишево;0.8872;[[np.int32(3356), np.int32(3074)], [np.int32(3680), np.int32(3119)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_266.jpg;Залужье;0.9468;[[np.int32(3969), np.int32(3074)], [np.int32(4185), np.int32(3121)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_267.jpg;(нежил.);0.9219;[[np.int32(3972), np.int32(3117)], [np.int32(4194), np.int32(3167)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_268.jpg;Огородниково;0.9013;[[np.int32(3324), np.int32(3163)], [np.int32(3636), np.int32(3215)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_269.jpg;Туровец;0.7949;[[np.int32(4130), np.int32(3197)], [np.int32(4352), np.int32(3260)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_270.jpg;Глухово;0.916;[[np.int32(4529), np.int32(3205)], [np.int32(4748), np.int32(3249)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_271.jpg;Шикени;0.9482;[[np.int32(3288), np.int32(3241)], [np.int32(3510), np.int32(3295)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_272.jpg;éль;0.796;[[np.int32(3963), np.int32(3250)], [np.int32(4032), np.int32(3300)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_273.jpg;15;0.9886;[[np.int32(4090), np.int32(3248)], [np.int32(4138), np.int32(3295)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_274.jpg;0.20;0.8972;[[np.int32(4070), np.int32(3296)], [np.int32(4171), np.int32(3347)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_275.jpg;coc-a;0.934;[[np.int32(3954), np.int32(3308)], [np.int32(4057), np.int32(3349)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_276.jpg;Дренино;0.7691;[[np.int32(4525), np.int32(3305)], [np.int32(4746), np.int32(3365)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_277.jpg;169;0.9823;[[np.int32(3217), np.int32(3364)], [np.int32(3295), np.int32(3423)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_278.jpg;A200;0.938;[[np.int32(4103), np.int32(3361)], [np.int32(4226), np.int32(3418)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_279.jpg;Кролино;0.9531;[[np.int32(3490), np.int32(3421)], [np.int32(3724), np.int32(3473)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_280.jpg;Ольхи;0.9785;[[np.int32(4105), np.int32(3454)], [np.int32(4289), np.int32(3507)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_281.jpg;Кабаны;0.9679;[[np.int32(4375), np.int32(3451)], [np.int32(4611), np.int32(3509)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_282.jpg;Becka;0.7575;[[np.int32(4733), np.int32(3508)], [np.int32(4884), np.int32(3571)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_283.jpg;Звездовф;0.8626;[[np.int32(3889), np.int32(3542)], [np.int32(4108), np.int32(3600)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_284.jpg;Вищенка;0.6802;[[np.int32(3634), np.int32(3563)], [np.int32(3856), np.int32(3600)]];img20250920_20532456.tif
img20250920_20532456_x2962_y1600_285.jpg;Риднево;0.7289;[[np.int32(4272), np.int32(3561)], [np.int32(4464), np.int32(3600)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_286.jpg;Старый Двор;0.9351;[[np.int32(524), np.int32(3224)], [np.int32(975), np.int32(3293)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_287.jpg;Зфстременье;0.9328;[[np.int32(1316), np.int32(3220)], [np.int32(1726), np.int32(3286)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_288.jpg;06601;0.7481;[[np.int32(701), np.int32(3303)], [np.int32(958), np.int32(3381)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_289.jpg;Продолжьё;0.8634;[[np.int32(1268), np.int32(3365)], [np.int32(1598), np.int32(3426)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_290.jpg;Cmen;0.7346;[[np.int32(1796), np.int32(3356)], [np.int32(1991), np.int32(3412)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_291.jpg;A90;0.8304;[[np.int32(576), np.int32(3375)], [np.int32(699), np.int32(3434)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_292.jpg;аболдтье;0.9303;[[np.int32(0), np.int32(3392)], [np.int32(322), np.int32(3441)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_293.jpg;Сброть;0.6879;[[np.int32(712), np.int32(3396)], [np.int32(992), np.int32(3469)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_294.jpg;A7;0.6791;[[np.int32(1607), np.int32(3407)], [np.int32(1797), np.int32(3492)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_295.jpg;Большое Кузино;0.9359;[[np.int32(1055), np.int32(3428)], [np.int32(1574), np.int32(3496)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_296.jpg;Плясани;0.946;[[np.int32(420), np.int32(3454)], [np.int32(726), np.int32(3509)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_297.jpg;Авинйщи;0.8836;[[np.int32(1600), np.int32(3481)], [np.int32(1889), np.int32(3530)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_298.jpg;Струга;0.8027;[[np.int32(1006), np.int32(3512)], [np.int32(1247), np.int32(3583)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_299.jpg;25;0.9981;[[np.int32(1529), np.int32(3517)], [np.int32(1603), np.int32(3569)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_300.jpg;1.5B;0.8159;[[np.int32(1522), np.int32(3566)], [np.int32(1613), np.int32(3617)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_301.jpg;Мирослав;0.637;[[np.int32(520), np.int32(3590)], [np.int32(880), np.int32(3657)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_302.jpg;Иглино;0.6505;[[np.int32(32), np.int32(3663)], [np.int32(231), np.int32(3727)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_303.jpg;озТайловское;0.9567;[[np.int32(806), np.int32(3687)], [np.int32(1229), np.int32(3745)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_304.jpg;Селецкое;0.9793;[[np.int32(1511), np.int32(3761)], [np.int32(1814), np.int32(3822)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_305.jpg;Тайлово;0.9515;[[np.int32(984), np.int32(3806)], [np.int32(1280), np.int32(3869)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_306.jpg;Осиновик;0.827;[[np.int32(1632), np.int32(3856)], [np.int32(1880), np.int32(3904)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_307.jpg;Судеревье;0.8818;[[np.int32(1574), np.int32(3924)], [np.int32(1831), np.int32(3986)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_308.jpg;Крафное-;0.9127;[[np.int32(59), np.int32(3957)], [np.int32(346), np.int32(4017)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_309.jpg;Болфто;0.9131;[[np.int32(78), np.int32(4020)], [np.int32(336), np.int32(4069)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_310.jpg;Copom;0.9719;[[np.int32(1734), np.int32(3952)], [np.int32(1955), np.int32(4131)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_311.jpg;481;0.782;[[np.int32(1153), np.int32(4090)], [np.int32(1261), np.int32(4155)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_312.jpg;Лжун;0.644;[[np.int32(1462), np.int32(4121)], [np.int32(1679), np.int32(4178)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_313.jpg;67;0.9995;[[np.int32(1750), np.int32(4161)], [np.int32(1808), np.int32(4207)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_314.jpg;Подлужье;0.971;[[np.int32(893), np.int32(4400)], [np.int32(1207), np.int32(4467)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_315.jpg;Михалкино;0.8809;[[np.int32(1435), np.int32(4408)], [np.int32(1693), np.int32(4464)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_316.jpg;АПриветок;0.8565;[[np.int32(271), np.int32(4440)], [np.int32(710), np.int32(4502)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_317.jpg;78;0.9992;[[np.int32(279), np.int32(4490)], [np.int32(351), np.int32(4545)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_318.jpg;ПищиноТимошкино;0.8825;[[np.int32(672), np.int32(4520)], [np.int32(1496), np.int32(4618)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_319.jpg;Барута;0.9298;[[np.int32(1584), np.int32(4602)], [np.int32(1775), np.int32(4668)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_320.jpg;CyxapeBo;0.6814;[[np.int32(1023), np.int32(4616)], [np.int32(1299), np.int32(4684)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_321.jpg;Ханево;0.9487;[[np.int32(607), np.int32(4705)], [np.int32(910), np.int32(4780)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_322.jpg;Заборье;0.9436;[[np.int32(1407), np.int32(4787)], [np.int32(1663), np.int32(4849)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_323.jpg;97T;0.7246;[[np.int32(295), np.int32(4835)], [np.int32(397), np.int32(4879)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_324.jpg;Бод. Слобода;0.8444;[[np.int32(5), np.int32(4878)], [np.int32(492), np.int32(4970)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_325.jpg;Грирьково;0.8401;[[np.int32(1657), np.int32(4894)], [np.int32(1952), np.int32(4960)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_326.jpg;Заход;0.8574;[[np.int32(1148), np.int32(4915)], [np.int32(1336), np.int32(4977)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_327.jpg;Мыльнево;0.9671;[[np.int32(720), np.int32(5099)], [np.int32(1049), np.int32(5148)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_328.jpg;Коростовец;0.9264;[[np.int32(1409), np.int32(5096)], [np.int32(1874), np.int32(5174)]];img20250920_20532456.tif
img20250920_20532456_x0_y3200_329.jpg;Слимово;0.8052;[[np.int32(392), np.int32(5117)], [np.int32(641), np.int32(5165)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_330.jpg;Рылова;0.652;[[np.int32(1736), np.int32(3200)], [np.int32(2009), np.int32(3249)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_331.jpg;Рюменец;0.9137;[[np.int32(3037), np.int32(3201)], [np.int32(3286), np.int32(3266)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_332.jpg;Мясово;0.7803;[[np.int32(2701), np.int32(3246)], [np.int32(2919), np.int32(3315)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_333.jpg;Зажигино;0.9499;[[np.int32(2964), np.int32(3374)], [np.int32(3352), np.int32(3466)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_334.jpg;Яконово;0.6835;[[np.int32(1843), np.int32(3458)], [np.int32(2092), np.int32(3525)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_335.jpg;115;0.8871;[[np.int32(2727), np.int32(3521)], [np.int32(2793), np.int32(3580)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_336.jpg;Новины;0.7638;[[np.int32(2785), np.int32(3541)], [np.int32(2991), np.int32(3609)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_337.jpg;Ompe3;0.7287;[[np.int32(3104), np.int32(3564)], [np.int32(3296), np.int32(3620)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_338.jpg;Заборов;0.8963;[[np.int32(3362), np.int32(3575)], [np.int32(3576), np.int32(3647)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_339.jpg;Никулино;0.749;[[np.int32(2497), np.int32(3664)], [np.int32(2795), np.int32(3725)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_340.jpg;Исаково;0.9771;[[np.int32(3095), np.int32(3748)], [np.int32(3345), np.int32(3806)]];img20250920_20532456.tif
img20250920_20532456_x1600_y3200_341.jpg;Хвостовд;0.8497;[[np.int32(1823), np.int32(3780)], [np.int32(2089), np.int32(3845)]];img20250920_20532456.tif
